Group,1: Frequency Test,2: Block Frequency Test,3: Run Test,4: Longest Run of Ones Test,5: Binary Matrix Rank Test,6: Spectral Test,7: Non-overlapping Template Test,8: Overlapping Template Test,9: Universal Statistical Test,10: Linear Complexity Test,11: Serial Test,12: Approximate Entropy Test,13: Cumulative Sums Test,14: Random Excursions Test,15: Random Excursions Variant Test
91,0.22246487489566924,0.13298677433722755,0.12614284865221842,0.9904445170767523,0.5691288967072528,0.012237531326041867,0.7283789328869249,0.6575414357249234,0.1152418786957807,0.295576180038086,"(0.9509563290199586, True)",0.8494745229383573,"(0.420794427311119, True)",0.41920795227050967,0.338284747312258
92,0.1725675656695843,0.13351057781380427,0.1998907511451048,0.71426894148626,0.6704671425944287,0.5266112562290872,0.6977840352925521,0.20241618750802193,0.414488401988802,0.2031820778441173,"(0.12598744601701325, True)",0.9273081024015065,"(0.24227639330767697, True)",0.49975128627855386,0.6284542582928143
93,0.781012358752898,0.8353138430461158,0.009877814920180047,0.5976091796401557,0.9392678181125549,0.2788784424960479,0.30938305900149987,0.019503199107844878,0.13240655287188366,0.08769331884391265,"(0.8269171710632441, True)",0.9731461694399655,"(0.6782874764258888, True)",0.5158042180862237,0.5033382020705176
94,0.48893732899043385,0.8018102108787265,0.469999902867416,0.7786843709952957,0.5147159530510009,0.5146975233379074,0.6729979826256915,0.41416147349136134,0.9456155204645617,0.6569557028503392,"(0.23872258202557023, True)",0.15104876272847084,"(0.5718317799680104, True)",0.6919433832881324,0.3477115663054886
95,0.29741167894736364,0.9954560391662203,0.8895178021523895,0.7515479161442207,0.23042367903466393,0.7620203579539875,0.7143073332698869,0.2846514218558983,0.4204894368770946,0.43712603568061525,"(0.8942068231622079, True)",0.6662337298364595,"(0.44292250811769174, True)",0.7548435464379294,0.6860986248098297
96,0.4065387836561368,0.09867260139042226,0.5965894038340107,0.8010148219566633,0.3705328746410023,0.3833285226481784,0.2511043575185533,0.35269544460184155,0.6738615888982836,0.6731993506329952,"(0.5945292747500714, True)",0.4228814753189336,"(0.7533226780432366, True)",0.667349041350095,0.2755667632970561
97,0.6440813204486135,0.984474396437241,0.11314507800041508,0.4171384938582869,0.9844632153716151,0.040718177745496964,0.5207742301254037,0.4788345797658379,0.062266387022790234,0.6582908218718824,"(0.52743872395247, True)",0.14922839970622545,"(0.6642987832988498, True)",0.24119078284806425,0.1952023558665163
98,0.8886599903881871,0.6551408175703648,0.1431885852649204,0.06698721378726233,0.6373042377411575,0.029640522465406875,0.7357729528363203,0.3230689388679216,0.2988455233322743,0.526864526565606,"(0.4233897336133291, True)",0.30073459608557845,"(0.9939822305219563, True)",0.43818078506470787,0.4373088514519022
99,0.7039454151516744,0.9869828230058633,0.2660760000774377,0.7730362145677124,0.31744915674196533,0.40367645494678517,0.36996928268978024,0.8123517337949622,0.2601095804173923,0.7922578896452709,"(0.14566622869711407, True)",0.6332471295294866,"(0.47914247447002256, True)",0.5805230531090351,0.6265738375311352
100,0.7672300813961974,0.42877128190569874,0.011274046744117085,0.35664822422792514,0.7919624497853747,0.14708433287841588,0.42529868552903266,0.8053791787246093,0.7695051719333641,0.11018065899512228,"(0.01289323711457529, True)",0.13687701393580634,"(0.9171211911777095, True)",0.6010639798326949,0.4709711724083395
