N,M,NIST_pass_status_1,NIST_pass_status_2,NIST_pass_status_3,NIST_pass_status_4,NIST_pass_status_5,NIST_pass_status_6,NIST_pass_status_7,NIST_pass_status_8,NIST_pass_status_9,NIST_pass_status_10,NIST_pass_status_11,NIST_pass_status_12,NIST_pass_status_13,NIST_pass_status_14,NIST_pass_status_15,NIST_pass_rate,autocorr_pass_status,autocorr_coefficient,runs_pass_status,runs_p_value
72,9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011289011289011289,0,1.5284339049549105e-29
72,10,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009593009593009592,0,9.744563318913382e-22
72,11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009399009399009398,0,0.0
72,12,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00947900947900948,0,0.0
72,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010437010437010437,0,0.0
72,14,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00929100929100929,0,1.5984584541131244e-20
72,15,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011295011295011296,0,0.0
72,16,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009417009417009417,0,0.0
72,17,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.006975006975006975,0,0.0
72,18,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,33.33333333333333,1,0.009157009157009156,0,0.0
72,19,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01073101073101073,0,8.218648544223179e-27
72,20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009379009379009378,0,0.0
72,21,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009827009827009826,0,0.0
72,22,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010075010075010075,0,7.71311766105498e-24
72,23,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010267010267010266,0,0.0
72,24,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009135009135009135,0,0.0
72,25,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009853009853009853,0,6.764880151601879e-23
72,26,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009719009719009719,0,0.0
72,27,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007873007873007872,0,0.0
72,28,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010667010667010667,0,0.0
72,29,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01251101251101251,0,0.0
72,30,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008629008629008629,0,6.273265174831259e-18
72,31,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,33.33333333333333,1,0.007599007599007599,0,3.370201263440893e-14
72,32,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,46.666666666666664,1,0.010143010143010143,0,3.8043062644789505e-24
72,33,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010047010047010047,0,0.0
72,34,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008063008063008062,0,8.102775828248173e-16
72,35,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009825009825009825,0,1.0263954216057236e-22
72,36,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,40.0,1,0.008945008945008945,0,3.998849701733933e-19
72,37,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009485009485009485,0,0.0
72,38,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,33.33333333333333,1,0.008577008577008577,0,0.0
72,39,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011905011905011906,0,1.1772414557381113e-32
72,40,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011371011371011371,0,0.0
72,41,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010281010281010281,0,9.446869357267512e-25
72,42,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009913009913009913,0,0.0
72,43,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009725009725009726,0,0.0
72,44,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009105009105009105,0,9.660397386268495e-20
72,45,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009693009693009694,0,3.308203871426808e-22
72,46,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009645009645009644,0,0.0
72,47,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.00842900842900843,0,0.0
72,48,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01046101046101046,0,0.0
72,49,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00782100782100782,0,0.0
72,50,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00913900913900914,0,0.0
72,51,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,33.33333333333333,1,0.010599010599010599,0,0.0
72,52,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009425009425009425,0,4.4030504195783605e-21
72,53,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.008085008085008085,0,6.340273211250603e-16
72,54,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009445009445009445,0,0.0
72,55,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010057010057010056,0,0.0
72,56,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011369011369011368,0,6.155731062743422e-30
72,57,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.009495009495009496,0,2.2440765300196515e-21
72,58,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0092010092010092,0,0.0
72,59,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.007623007623007623,0,0.0
72,60,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009843009843009842,0,0.0
72,61,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009205009205009204,0,0.0
72,62,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.01042101042101042,0,2.0708673267415376e-25
72,63,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009859009859009858,0,6.333179187769107e-23
72,64,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009345009345009345,0,0.0
72,65,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009953009953009953,0,0.0
72,66,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00975100975100975,0,0.0
72,67,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.010975010975010975,0,0.0
72,68,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011933011933011934,0,9.554005958824652e-33
72,69,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009855009855009854,0,7.417337103615845e-23
72,70,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010705010705010705,0,0.0
72,71,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011675011675011676,0,0.0
73,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010493010493010492,0,9.442113058719912e-26
73,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011625011625011625,0,0.0
73,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007665007665007665,0,1.8117835640231203e-14
73,3,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01159101159101159,0,0.0
73,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011457011457011458,0,2.3145623145865987e-30
73,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.01044101044101044,0,0.0
73,6,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009873009873009873,0,5.510210949109924e-23
73,7,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010347010347010348,0,0.0
73,8,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010505010505010504,0,0.0
73,9,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.008745008745008744,0,2.33235858190181e-18
73,10,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009653009653009652,0,4.838209851594143e-22
73,11,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01115101115101115,0,0.0
73,12,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.01098101098101098,0,0.0
73,13,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.00976900976900977,0,1.5604962669090676e-22
73,14,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010827010827010828,0,0.0
73,15,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.009933009933009933,0,3.3416248712124164e-23
73,16,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010949010949010948,0,0.0
73,17,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009143009143009143,0,0.0
73,18,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01194901194901195,0,0.0
73,19,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008223008223008223,0,0.0
73,20,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.008691008691008691,0,0.0
73,21,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009305009305009306,0,1.4020999465096516e-20
73,22,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007151007151007151,0,0.0
73,23,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011039011039011039,0,0.0
73,24,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008713008713008712,0,0.0
73,25,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01075101075101075,0,0.0
73,26,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,40.0,1,0.011349011349011348,0,0.0
73,27,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01063101063101063,0,0.0
73,28,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011357011357011356,0,0.0
73,29,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0092010092010092,0,3.923168976138801e-20
73,30,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012077012077012077,0,0.0
73,31,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.007421007421007421,0,1.2621526194915114e-13
73,32,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009011009011009012,0,0.0
73,33,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009461009461009461,0,3.0795591337473656e-21
73,34,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.009867009867009866,0,6.379180349862495e-23
73,35,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.011347011347011347,0,7.803088874066079e-30
73,36,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,26.666666666666668,1,0.012563012563012564,0,0.0
73,37,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008013008013008013,0,0.0
73,38,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009013009013009013,0,2.2760627976448903e-19
73,39,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011277011277011277,0,0.0
73,40,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01435901435901436,0,0.0
73,41,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011485011485011486,0,0.0
73,42,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009483009483009484,0,0.0
73,43,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010835010835010836,0,0.0
73,44,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010581010581010582,0,0.0
73,45,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.013337013337013337,0,0.0
73,46,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010071010071010071,0,0.0
73,47,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007695007695007695,0,1.4269814704822635e-14
73,48,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.010515010515010515,0,0.0
73,49,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,46.666666666666664,1,0.009615009615009615,0,7.085142103834367e-22
73,50,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,40.0,1,0.009095009095009095,0,0.0
73,51,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008513008513008513,0,0.0
73,52,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009849009849009849,0,7.717323504167295e-23
73,53,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008747008747008747,0,0.0
73,54,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01190901190901191,0,1.0795781813425994e-32
73,55,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010801010801010801,0,0.0
73,56,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009779009779009779,0,0.0
73,57,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009285009285009286,0,1.7120207816072818e-20
73,58,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00865900865900866,0,0.0
73,59,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009617009617009616,0,0.0
73,60,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010139010139010139,0,0.0
73,61,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.007085007085007085,0,0.0
73,62,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00943100943100943,0,0.0
73,63,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010403010403010404,0,0.0
73,64,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.008969008969008969,0,3.1650198261477917e-19
73,65,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009925009925009925,0,3.386749999520389e-23
73,66,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010885010885010885,0,1.3765915114856388e-27
73,67,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.009113009113009113,0,0.0
73,68,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010771010771010772,0,0.0
73,69,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00890900890900891,0,0.0
73,70,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,40.0,1,0.008955008955008954,0,0.0
73,71,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010075010075010075,0,0.0
73,72,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008121008121008121,0,0.0
74,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009345009345009345,0,0.0
74,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00973100973100973,0,2.5763212300140613e-22
74,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008969008969008969,0,0.0
74,3,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010565010565010566,0,4.3880955341795e-26
74,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010663010663010663,0,1.7141458957078347e-26
74,5,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00917900917900918,0,0.0
74,6,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009645009645009644,0,5.232568966693074e-22
74,7,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009189009189009188,0,0.0
74,8,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007783007783007783,0,0.0
74,9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01117101117101117,0,5.841677659568717e-29
74,10,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01240901240901241,0,2.382309371972102e-35
74,11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01084101084101084,0,0.0
74,12,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010187010187010187,0,2.3743368888530473e-24
74,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01070901070901071,0,0.0
74,14,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009075009075009076,0,0.0
74,15,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009757009757009757,0,0.0
74,16,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009643009643009643,0,0.0
74,17,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009595009595009595,0,0.0
74,18,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00943900943900944,0,0.0
74,19,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.010133010133010134,0,0.0
74,20,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008731008731008731,0,2.5540909123781007e-18
74,21,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009515009515009516,0,0.0
74,22,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01005901005901006,0,0.0
74,23,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009339009339009339,0,1.0016984536182264e-20
74,24,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010445010445010445,0,1.576886727630679e-25
74,25,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009625009625009624,0,6.569634365465857e-22
74,26,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010213010213010213,0,1.840665113811898e-24
74,27,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01066901066901067,0,0.0
74,28,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01211901211901212,0,0.0
74,29,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011255011255011256,0,0.0
74,30,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.01150901150901151,0,1.2467988457971739e-30
74,31,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011879011879011879,0,0.0
74,32,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010467010467010467,0,0.0
74,33,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009717009717009718,0,0.0
74,34,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009205009205009204,0,0.0
74,35,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011755011755011755,0,0.0
74,36,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009903009903009904,0,0.0
74,37,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010409010409010409,0,2.3749745982003342e-25
74,38,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009163009163009163,0,5.536839692073984e-20
74,39,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011237011237011237,0,2.7747680567054226e-29
74,40,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.01134101134101134,0,0.0
74,41,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011813011813011812,0,0.0
74,42,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009187009187009187,0,0.0
74,43,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01061101061101061,0,0.0
74,44,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,33.33333333333333,1,0.010783010783010784,0,0.0
74,45,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012545012545012545,0,4.9931842607871263e-36
74,46,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011055011055011055,0,0.0
74,47,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,40.0,1,0.010947010947010947,0,7.677415452627979e-28
74,48,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010411010411010412,0,2.440196397344475e-25
74,49,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011135011135011134,0,0.0
74,50,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011325011325011325,0,0.0
74,51,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00865900865900866,0,0.0
74,52,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012053012053012053,0,2.144088611739836e-33
74,53,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011085011085011085,0,1.500177035327464e-28
74,54,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010887010887010887,0,0.0
74,55,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011777011777011777,0,0.0
74,56,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009651009651009651,0,0.0
74,57,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010133010133010134,0,0.0
74,58,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0092010092010092,0,0.0
74,59,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00826100826100826,0,0.0
74,60,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009841009841009841,0,8.525355353008213e-23
74,61,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.006695006695006695,0,0.0
74,62,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009867009867009866,0,0.0
74,63,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011205011205011205,0,3.9169997642421613e-29
74,64,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009367009367009366,0,0.0
74,65,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010503010503010503,0,0.0
74,66,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008987008987008986,0,0.0
74,67,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,40.0,1,0.009011009011009012,0,2.272706384853011e-19
74,68,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011675011675011676,0,1.7321092920282583e-31
74,69,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010959010959010959,0,0.0
74,70,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010201010201010201,0,2.3068838643281732e-24
74,71,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010007010007010007,0,1.6055190028786223e-23
74,72,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00935100935100935,0,0.0
74,73,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.009881009881009881,0,0.0
75,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008819008819008819,0,0.0
75,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.008089008089008089,0,6.180701920072221e-16
75,2,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.01178101178101178,0,4.951770271636535e-32
75,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01211901211901212,0,0.0
75,4,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.010623010623010623,0,2.782461902978329e-26
75,5,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010963010963010963,0,0.0
75,6,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009915009915009916,0,0.0
75,7,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009483009483009484,0,0.0
75,8,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010303010303010302,0,7.127726324689267e-25
75,9,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012803012803012803,0,0.0
75,10,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010715010715010714,0,1.002306031515547e-26
75,11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010687010687010686,0,0.0
75,12,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00821900821900822,0,0.0
75,13,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008035008035008034,0,0.0
75,14,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.011195011195011194,0,0.0
75,15,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00937100937100937,0,0.0
75,16,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008611008611008612,0,7.782751136345538e-18
75,17,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.009897009897009897,0,4.348673121655543e-23
75,18,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,33.33333333333333,1,0.011233011233011233,0,0.0
75,19,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009423009423009422,0,4.8547597162500975e-21
75,20,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010487010487010487,0,0.0
